attendance,purchase_rate,customers,purchase_amount,revenue,profit
83,0.643746,54,6.66,359.43,109.43
172,0.426553,70,3.84,268.89,18.89
86,0.695973,66,7.70,508.08,258.08
139,0.636859,86,7.47,642.80,392.80
110,0.603166,71,4.70,333.54,83.54
92,0.397517,33,5.31,175.23,-74.77
88,0.553711,41,3.42,140.22,-109.78
113,0.634799,73,6.04,441.05,191.05
81,0.499807,36,3.36,120.82,-129.18
146,0.368475,51,5.65,288.31,38.31
119,0.303904,33,5.92,195.27,-54.73
85,0.505353,41,5.50,225.40,-24.60
157,0.599927,93,7.24,673.49,423.49
161,0.335309,56,6.69,374.85,124.85
174,0.486901,82,5.26,431.51,181.51
104,0.630892,69,4.41,304.55,54.55
128,0.427482,52,6.89,358.02,108.02
141,0.321955,46,4.17,191.73,-58.27
120,0.587087,74,6.98,516.25,266.25
115,0.594945,75,7.62,571.29,321.29
130,0.395149,53,5.61,297.26,47.26
159,0.502710,77,4.22,325.04,75.04
145,0.651783,107,5.90,631.20,381.20
112,0.444287,50,4.44,221.94,-28.06
173,0.312703,43,6.76,290.58,40.58
126,0.695066,93,3.80,353.79,103.79
92,0.400449,44,3.84,169.03,-80.97
111,0.499935,60,7.16,429.83,179.83
148,0.454642,69,4.37,301.26,51.26
114,0.632268,76,3.77,286.85,36.85
173,0.562326,103,5.79,596.61,346.61
155,0.641266,95,7.54,715.98,465.98
149,0.341089,49,5.41,264.98,14.98
81,0.525848,41,7.88,322.96,72.96
162,0.485998,82,4.97,407.80,157.80
100,0.666943,69,7.68,529.67,279.67
129,0.669729,86,3.16,271.70,21.70
114,0.673085,78,6.30,491.52,241.52
175,0.333978,73,6.02,439.61,189.61
116,0.575033,61,3.12,190.10,-59.90
129,0.615793,84,4.11,345.00,95.00
120,0.597792,75,5.62,421.43,171.43
165,0.441736,73,6.12,446.54,196.54
107,0.690306,74,7.71,570.56,320.56
82,0.313383,24,5.89,141.41,-108.59
166,0.640897,111,6.68,741.56,491.56
93,0.470039,46,5.81,267.03,17.03
178,0.448456,80,7.25,579.85,329.85
94,0.600442,53,6.55,346.97,96.97
97,0.579137,53,4.89,259.11,9.11
111,0.554658,57,5.06,288.19,38.19
137,0.409143,53,3.34,177.14,-72.86
86,0.493126,45,7.13,320.88,70.88
128,0.451588,61,4.16,253.79,3.79
88,0.574373,50,6.35,317.27,67.27
138,0.324414,50,7.92,396.20,146.20
115,0.326456,31,4.49,139.27,-110.73
146,0.615297,93,3.94,366.44,116.44
87,0.577713,53,4.36,231.09,-18.91
81,0.323587,26,3.90,101.28,-148.72
104,0.395941,45,5.14,231.12,-18.88
80,0.400940,27,6.59,177.89,-72.11
117,0.553551,64,4.21,269.51,19.51
166,0.417860,66,5.13,338.78,88.78
140,0.557351,73,6.29,459.23,209.23
179,0.619038,115,7.41,852.04,602.04
161,0.611306,99,3.18,314.48,64.48
170,0.391032,70,7.46,522.10,272.10
99,0.498954,39,4.72,183.92,-66.08
110,0.316808,34,7.63,259.26,9.26
132,0.344484,45,4.82,216.98,-33.02
170,0.371975,63,4.57,287.79,37.79
89,0.548128,50,6.78,338.84,88.84
137,0.438949,61,4.51,274.81,24.81
137,0.581768,80,7.76,620.84,370.84
157,0.674775,117,6.51,761.29,511.29
170,0.377005,78,6.81,531.07,281.07
143,0.556861,88,6.19,544.72,294.72
95,0.426924,38,3.76,142.94,-107.06
84,0.363466,28,3.96,110.95,-139.05
118,0.687754,86,3.86,331.55,81.55
141,0.647476,88,6.24,549.50,299.50
134,0.402911,64,6.66,426.42,176.42
120,0.324072,45,6.80,305.90,55.90
177,0.387756,60,7.50,450.25,200.25
165,0.629664,100,7.57,757.34,507.34
171,0.527828,78,5.75,448.64,198.64
170,0.467125,74,4.02,297.16,47.16
97,0.433901,50,7.45,372.48,122.48
143,0.565162,85,4.80,408.38,158.38
94,0.646405,59,3.51,207.32,-42.68
177,0.655481,121,3.25,393.13,143.13
100,0.665765,62,7.63,473.10,223.10
157,0.600821,93,3.24,301.05,51.05
134,0.488542,70,4.06,284.12,34.12
81,0.528427,45,6.56,295.07,45.07
113,0.495993,62,7.58,470.25,220.25
120,0.411810,49,5.88,288.06,38.06
170,0.335130,58,7.19,417.31,167.31
107,0.329875,36,3.07,110.58,-139.42
142,0.652001,90,3.15,283.25,33.25
144,0.447055,67,6.01,402.42,152.42
164,0.596293,90,5.59,502.87,252.87
102,0.690995,70,6.11,427.94,177.94
84,0.611649,54,7.19,388.33,138.33
132,0.403700,57,6.42,365.88,115.88
117,0.329154,36,7.67,276.16,26.16
175,0.677908,125,5.58,697.98,447.98
138,0.652427,76,4.90,372.59,122.59
108,0.394158,39,3.37,131.56,-118.44
159,0.341620,56,6.38,357.40,107.40
168,0.384042,61,7.69,469.06,219.06
140,0.572421,90,4.34,391.00,141.00
131,0.539979,70,3.52,246.59,-3.41
138,0.488464,67,5.49,367.66,117.66
137,0.386980,54,6.19,334.11,84.11
100,0.410193,39,3.77,147.01,-102.99
165,0.585877,93,5.23,486.37,236.37
165,0.496118,68,4.32,294.01,44.01
122,0.307441,33,5.51,181.95,-68.05
108,0.460231,51,7.85,400.57,150.57
134,0.439438,66,7.80,515.13,265.13
136,0.668667,93,3.18,295.75,45.75
176,0.697581,135,7.87,1063.11,813.11
154,0.392900,54,7.67,414.39,164.39
137,0.544016,77,7.84,603.79,353.79
176,0.521396,95,3.46,329.03,79.03
96,0.697825,67,6.58,440.81,190.81
146,0.536810,81,5.61,454.72,204.72
170,0.577571,108,5.37,579.62,329.62
171,0.487878,78,7.80,608.19,358.19
131,0.691671,92,5.18,476.51,226.51
98,0.601025,62,3.94,244.14,-5.86
174,0.641110,110,3.10,340.59,90.59
102,0.351412,32,4.89,156.62,-93.38
102,0.558203,60,4.34,260.16,10.16
103,0.390568,38,3.77,143.44,-106.56
120,0.541493,64,3.98,254.49,4.49
137,0.563018,71,6.10,433.37,183.37
97,0.543279,59,3.31,195.56,-54.44
90,0.582764,55,7.24,397.94,147.94
113,0.354118,35,4.89,171.30,-78.70
88,0.504513,44,7.23,318.16,68.16
119,0.699516,86,7.68,660.46,410.46
174,0.605991,98,4.62,453.18,203.18
176,0.511474,74,3.02,223.18,-26.82
119,0.421364,53,3.61,191.49,-58.51
139,0.592600,83,6.23,517.05,267.05
155,0.661458,102,3.55,362.04,112.04
159,0.672578,112,4.01,449.22,199.22
152,0.410326,56,4.53,253.70,3.70
173,0.623691,106,4.82,510.76,260.76
130,0.484731,63,7.57,476.87,226.87
171,0.557931,106,6.37,675.48,425.48
86,0.606074,49,4.62,226.51,-23.49
155,0.342146,60,5.15,308.97,58.97
159,0.501106,73,4.88,356.44,106.44
90,0.650393,61,6.92,422.42,172.42
170,0.398652,69,6.80,469.00,219.00
175,0.381994,67,7.76,520.06,270.06
156,0.471406,74,4.51,333.97,83.97
103,0.361385,40,3.45,138.09,-111.91
154,0.333435,54,4.53,244.45,-5.55
178,0.505601,77,4.83,372.15,122.15
129,0.346543,43,6.86,294.86,44.86
160,0.405956,68,7.62,518.35,268.35
169,0.343757,67,3.97,265.78,15.78
129,0.353375,46,6.21,285.57,35.57
178,0.516653,87,7.96,692.79,442.79
125,0.400098,47,3.86,181.51,-68.49
157,0.493307,79,4.34,342.68,92.68
106,0.343597,35,5.78,202.47,-47.53
157,0.607807,97,7.11,689.33,439.33
138,0.303814,35,3.71,129.88,-120.12
130,0.415794,56,7.05,394.98,144.98
141,0.588092,83,4.45,369.58,119.58
160,0.405859,59,4.45,262.43,12.43
154,0.429614,71,3.06,217.07,-32.93
143,0.473209,72,7.57,544.92,294.92
140,0.411146,56,3.07,171.71,-78.29
178,0.637209,108,7.14,771.28,521.28
92,0.347058,33,7.22,238.40,-11.60
131,0.341855,46,7.23,332.65,82.65
81,0.686251,58,4.37,253.34,3.34
151,0.614233,94,3.15,296.48,46.48
131,0.483474,58,5.74,333.12,83.12
147,0.452570,67,5.96,399.54,149.54
81,0.695344,62,7.04,436.65,186.65
134,0.624095,80,6.00,480.07,230.07
173,0.454546,85,6.67,566.95,316.95
176,0.565017,97,5.87,568.96,318.96
177,0.370079,67,5.28,353.89,103.89
88,0.509210,50,5.36,268.17,18.17
128,0.671425,87,5.61,488.23,238.23
122,0.587774,76,3.94,299.08,49.08
131,0.658530,87,7.56,657.94,407.94
133,0.699581,98,4.09,400.52,150.52
148,0.333729,46,6.24,286.97,36.97
180,0.610433,110,6.49,713.76,463.76
177,0.520619,94,7.23,679.46,429.46
115,0.329827,39,4.18,163.20,-86.80
156,0.522118,73,3.07,224.22,-25.78
121,0.340958,40,7.55,302.05,52.05
88,0.686734,64,3.85,246.08,-3.92
152,0.431086,64,4.76,304.81,54.81
99,0.664027,71,6.95,493.66,243.66
94,0.395088,34,5.71,194.21,-55.79
130,0.374951,41,3.06,125.26,-124.74
124,0.608369,73,6.88,501.89,251.89
137,0.467238,70,7.07,495.16,245.16
137,0.304931,53,6.29,333.35,83.35
165,0.581008,86,7.30,627.70,377.70
141,0.330749,46,5.69,261.92,11.92
124,0.506368,62,5.68,351.95,101.95
103,0.463386,49,3.79,185.89,-64.11
134,0.346604,53,5.43,288.03,38.03
89,0.585182,57,4.33,246.67,-3.33
137,0.311183,41,7.58,310.74,60.74
82,0.505933,41,6.61,271.14,21.14
122,0.405616,53,7.46,395.38,145.38
152,0.409058,57,4.13,235.62,-14.38
112,0.401641,48,7.00,335.96,85.96
118,0.523548,69,7.08,488.39,238.39
148,0.316574,52,6.47,336.69,86.69
131,0.466552,69,5.42,374.29,124.29
94,0.478867,43,3.01,129.51,-120.49
104,0.571883,54,3.66,197.58,-52.42
96,0.598600,52,7.79,404.96,154.96
171,0.481485,85,5.73,487.39,237.39
163,0.404908,62,5.25,325.67,75.67
123,0.392562,47,6.79,319.27,69.27
154,0.574941,94,5.81,546.31,296.31
135,0.416601,56,4.99,279.65,29.65
122,0.595718,87,6.78,589.74,339.74
91,0.607274,56,7.48,419.05,169.05
84,0.434046,38,7.43,282.27,32.27
146,0.421341,71,6.39,453.58,203.58
103,0.674893,72,3.67,264.28,14.28
124,0.424783,57,7.28,414.72,164.72
84,0.582323,48,7.67,367.98,117.98
144,0.531618,72,7.51,541.00,291.00
152,0.691067,94,5.71,536.91,286.91
141,0.494409,76,5.35,406.41,156.41
170,0.476308,76,3.65,277.15,27.15
138,0.525149,60,4.45,267.26,17.26
83,0.699560,54,3.52,190.34,-59.66
124,0.633396,70,3.82,267.26,17.26
139,0.375567,51,7.58,386.67,136.67
174,0.499548,94,6.67,626.58,376.58
170,0.682558,112,7.25,811.74,561.74
135,0.693824,99,5.68,562.38,312.38
132,0.460792,49,7.43,364.07,114.07
161,0.547960,83,4.54,376.72,126.72
136,0.443480,56,7.66,429.13,179.13
125,0.320077,41,6.66,273.06,23.06
146,0.357447,53,5.43,287.54,37.54
178,0.455733,73,5.05,368.79,118.79
113,0.525262,51,7.98,406.82,156.82
113,0.577054,68,6.91,470.02,220.02
112,0.395545,48,6.70,321.40,71.40
88,0.619997,63,3.37,212.62,-37.38
152,0.456075,69,7.56,521.60,271.60
145,0.417039,56,6.56,367.53,117.53
82,0.348758,34,4.87,165.65,-84.35
131,0.516069,62,4.76,295.35,45.35
103,0.513883,50,5.84,291.89,41.89
112,0.388891,40,5.32,212.95,-37.05
154,0.679070,100,7.08,707.68,457.68
101,0.546415,49,6.34,310.81,60.81
166,0.604680,95,5.91,561.40,311.40
159,0.348339,59,3.32,195.71,-54.29
175,0.617185,108,4.53,489.19,239.19
126,0.550644,66,7.86,518.90,268.90
86,0.314512,27,3.14,84.73,-165.27
177,0.629675,108,4.51,487.33,237.33
153,0.412768,68,7.54,512.58,262.58
174,0.689395,107,3.09,330.73,80.73
122,0.456575,55,7.51,412.95,162.95
149,0.378523,54,4.72,254.77,4.77
104,0.461882,41,5.14,210.61,-39.39
165,0.473549,80,6.73,538.32,288.32
107,0.342368,40,3.60,144.19,-105.81
114,0.362410,46,6.30,289.69,39.69
175,0.488103,76,3.06,232.85,-17.15
168,0.332366,62,5.58,346.07,96.07
86,0.585438,58,6.25,362.58,112.58
84,0.580179,52,5.85,304.10,54.10
119,0.360245,40,5.70,227.91,-22.09
141,0.473547,72,7.29,524.95,274.95
163,0.358434,49,4.16,203.88,-46.12
165,0.679417,111,6.76,750.23,500.23
113,0.501505,59,3.82,225.16,-24.84
118,0.573652,70,5.26,368.05,118.05
110,0.323626,36,7.88,283.56,33.56
142,0.325750,48,4.83,231.90,-18.10
180,0.326766,63,3.25,204.91,-45.09
180,0.438097,83,7.74,642.69,392.69
156,0.570512,87,4.43,385.04,135.04
90,0.635896,55,6.60,362.75,112.75
135,0.487075,68,5.36,364.76,114.76
100,0.469117,42,5.16,216.77,-33.23
171,0.383597,62,7.08,439.01,189.01
125,0.500611,64,4.05,258.89,8.89
84,0.423324,40,6.48,259.32,9.32
117,0.590272,68,4.92,334.81,84.81
123,0.483597,54,3.08,166.21,-83.79
89,0.473630,47,5.16,242.66,-7.34
160,0.461964,79,4.28,338.24,88.24
144,0.414986,63,3.56,224.57,-25.43
163,0.301816,43,3.31,142.43,-107.57
92,0.670514,66,5.22,344.71,94.71
180,0.367900,66,4.63,305.71,55.71
84,0.514391,42,7.28,305.77,55.77
83,0.354036,34,3.14,106.67,-143.33
160,0.502154,72,3.32,239.10,-10.90
125,0.662085,84,6.62,556.49,306.49
172,0.394051,64,7.55,483.21,233.21
97,0.384922,34,4.34,147.45,-102.55
136,0.618808,86,5.85,503.30,253.30
160,0.689017,114,5.65,644.64,394.64
140,0.362616,62,4.06,251.84,1.84
126,0.513997,66,4.46,294.67,44.67
116,0.673776,89,6.45,573.93,323.93
86,0.580953,51,4.57,233.09,-16.91
116,0.630891,76,7.83,595.08,345.08
161,0.524582,90,3.29,296.43,46.43
82,0.636387,50,3.96,197.93,-52.07
176,0.693974,121,6.21,750.95,500.95
138,0.635946,89,3.61,320.98,70.98
99,0.529533,46,5.81,267.20,17.20
117,0.582468,61,5.69,346.80,96.80
120,0.654639,76,6.11,464.74,214.74
166,0.510603,90,4.76,428.74,178.74
127,0.504700,72,7.11,511.68,261.68
102,0.400243,39,6.51,253.88,3.88
82,0.326896,29,5.31,153.98,-96.02
124,0.368807,45,3.35,150.81,-99.19
80,0.623496,53,4.24,224.62,-25.38
100,0.611629,48,3.08,148.04,-101.96
126,0.548287,64,4.59,293.68,43.68
163,0.495904,72,7.78,559.93,309.93
114,0.322703,32,5.78,185.01,-64.99
171,0.463972,101,5.24,529.00,279.00
99,0.343994,40,7.28,291.22,41.22
163,0.426542,63,6.89,433.79,183.79
138,0.422186,65,4.84,314.65,64.65
90,0.444702,40,5.28,211.06,-38.94
172,0.322457,57,7.99,455.46,205.46
176,0.310431,59,7.57,446.72,196.72
129,0.452095,49,4.56,223.53,-26.47
110,0.351805,40,6.58,263.27,13.27
136,0.488908,68,6.35,431.90,181.90
158,0.433944,56,6.68,374.06,124.06
175,0.320982,53,3.72,196.92,-53.08
85,0.444009,37,6.72,248.54,-1.46
88,0.599360,57,3.66,208.74,-41.26
159,0.595817,91,3.87,352.18,102.18
81,0.429064,35,6.76,236.76,-13.24
91,0.507559,52,4.68,243.25,-6.75
144,0.674934,106,6.28,665.38,415.38
180,0.576494,100,5.28,528.00,278.00
119,0.505676,53,7.39,391.88,141.88
125,0.464069,62,5.54,343.69,93.69
159,0.647362,107,7.22,772.25,522.25
166,0.653369,109,7.83,853.82,603.82
83,0.657511,54,5.54,299.05,49.05
143,0.675204,96,5.12,491.67,241.67
169,0.634054,107,7.70,824.43,574.43
132,0.434456,64,4.17,266.88,16.88
134,0.691639,95,3.80,360.89,110.89
131,0.592299,76,5.96,453.19,203.19
124,0.502587,58,4.93,286.18,36.18
144,0.549373,82,5.33,437.03,187.03
170,0.325032,59,7.14,421.15,171.15
175,0.368845,57,7.80,444.72,194.72
116,0.387721,38,7.17,272.45,22.45
122,0.438521,38,6.32,240.09,-9.91
110,0.488468,56,5.96,334.03,84.03
171,0.344064,46,6.99,321.34,71.34
124,0.372094,41,6.03,247.29,-2.71
95,0.605849,48,4.96,238.14,-11.86
155,0.522051,77,7.19,553.69,303.69
151,0.438495,69,6.81,470.21,220.21
146,0.626578,89,7.38,656.85,406.85
135,0.696866,92,3.14,289.03,39.03
162,0.655387,103,5.83,600.58,350.58
161,0.599178,107,4.61,493.14,243.14
109,0.363038,37,3.49,129.07,-120.93
143,0.530207,77,3.08,236.82,-13.18
110,0.310973,33,6.42,211.71,-38.29
87,0.599041,42,7.00,294.03,44.03
125,0.501951,69,3.98,274.68,24.68
130,0.479914,72,7.38,531.51,281.51
164,0.327680,48,3.47,166.38,-83.62
154,0.549835,85,7.83,665.42,415.42
102,0.623065,70,7.04,492.89,242.89
163,0.540499,87,4.77,414.66,164.66
176,0.645293,103,3.29,338.73,88.73
159,0.575159,102,6.88,701.72,451.72
111,0.370838,46,5.62,258.43,8.43
152,0.313321,41,7.05,289.08,39.08
93,0.500574,37,6.24,230.81,-19.19
120,0.526478,58,5.85,339.45,89.45
157,0.613361,99,3.23,319.82,69.82
125,0.388061,59,4.30,253.88,3.88
179,0.402078,72,3.66,263.37,13.37
121,0.467284,56,6.99,391.40,141.40
146,0.572519,86,5.80,498.54,248.54
138,0.553718,74,6.33,468.50,218.50
125,0.442619,51,5.65,288.13,38.13
88,0.341800,35,4.57,160.00,-90.00
173,0.404904,76,5.31,403.84,153.84
156,0.325800,64,6.89,440.87,190.87
153,0.661421,98,6.84,670.46,420.46
135,0.301404,43,3.89,167.40,-82.60
97,0.431733,45,3.50,157.44,-92.56
82,0.463447,32,5.70,182.48,-67.52
177,0.442024,82,3.71,304.61,54.61
105,0.471751,53,5.87,310.93,60.93
179,0.621866,115,3.32,381.95,131.95
154,0.583894,89,6.80,604.89,354.89
151,0.487887,77,5.82,448.03,198.03
128,0.589433,75,4.56,342.04,92.04
115,0.671231,73,5.06,369.12,119.12
116,0.486274,59,7.36,434.24,184.24
130,0.387467,47,6.10,286.60,36.60
136,0.696358,102,7.52,766.88,516.88
152,0.443789,71,4.86,344.93,94.93
90,0.381926,28,6.51,182.38,-67.62
146,0.579941,81,7.92,641.54,391.54
94,0.327106,27,3.36,90.59,-159.41
166,0.573573,95,3.81,362.12,112.12
135,0.346913,41,3.19,130.80,-119.20
115,0.501796,49,4.57,223.85,-26.15
157,0.385666,62,6.35,393.71,143.71
180,0.624741,120,7.05,845.89,595.89
133,0.499183,76,4.82,366.40,116.40
85,0.479971,38,7.56,287.44,37.44
156,0.517577,77,7.96,612.63,362.63
161,0.371880,54,5.62,303.44,53.44
156,0.511495,80,7.66,613.12,363.12
173,0.368402,63,3.01,189.82,-60.18
172,0.451946,81,4.96,401.88,151.88
173,0.651068,113,4.61,521.15,271.15
152,0.411893,63,3.13,197.31,-52.69
117,0.543909,54,7.30,394.14,144.14
85,0.531193,47,5.72,268.80,18.80
168,0.564804,96,7.39,708.97,458.97
95,0.524980,48,5.35,256.79,6.79
136,0.416095,62,7.41,459.44,209.44
139,0.338337,48,7.72,370.53,120.53
105,0.586858,61,5.66,345.24,95.24
109,0.615092,75,7.49,561.72,311.72
132,0.301538,42,6.57,276.08,26.08
93,0.533635,45,3.97,178.46,-71.54
179,0.443179,81,5.43,439.66,189.66
84,0.306066,31,5.18,160.47,-89.53
121,0.492171,71,3.64,258.22,8.22
83,0.386754,32,5.72,183.05,-66.95
132,0.683476,92,3.62,333.33,83.33
114,0.360046,45,7.95,357.66,107.66
87,0.320760,29,4.69,135.96,-114.04
148,0.677448,108,3.29,355.53,105.53
116,0.624792,73,5.88,429.12,179.12
147,0.528339,79,6.01,474.96,224.96
112,0.659467,68,7.95,540.35,290.35
180,0.618323,116,7.86,911.22,661.22
127,0.330006,43,6.16,264.94,14.94
94,0.595438,59,7.80,460.37,210.37
154,0.310829,47,6.87,323.03,73.03
177,0.360730,62,6.45,399.68,149.68
162,0.642457,87,7.21,627.63,377.63
124,0.669768,77,7.87,605.65,355.65
84,0.561503,44,4.87,214.41,-35.59
85,0.565109,56,3.73,208.73,-41.27
110,0.629280,63,3.02,190.04,-59.96
143,0.552396,70,6.16,430.96,180.96
90,0.670566,66,3.69,243.60,-6.40
156,0.328677,52,5.27,274.15,24.15
153,0.329112,41,5.63,230.67,-19.33
91,0.649628,59,4.59,271.05,21.05
109,0.621402,71,3.33,236.11,-13.89
134,0.317129,37,3.65,135.16,-114.84
127,0.612614,68,6.78,461.01,211.01
103,0.579452,62,6.28,389.48,139.48
158,0.416954,76,6.31,479.85,229.85
173,0.392501,65,6.66,432.84,182.84
87,0.670310,48,5.42,260.29,10.29
100,0.535581,39,7.91,308.38,58.38
162,0.455552,80,8.00,639.65,389.65
170,0.609527,86,6.43,552.84,302.84
133,0.643466,92,5.46,501.91,251.91
180,0.451598,82,3.42,280.69,30.69
119,0.368622,38,6.53,248.00,-2.00
80,0.480495,35,3.77,131.84,-118.16
166,0.676923,113,6.24,705.27,455.27
140,0.515377,65,6.57,427.20,177.20
117,0.420635,45,5.59,251.44,1.44
94,0.484539,48,3.14,150.53,-99.47
149,0.643861,107,5.83,623.40,373.40
139,0.527191,74,5.61,415.13,165.13
172,0.666739,122,7.92,966.24,716.24
87,0.322576,28,4.70,131.56,-118.44
152,0.694927,111,6.81,756.45,506.45
180,0.531692,94,6.13,576.08,326.08
85,0.359392,32,6.12,195.69,-54.31
81,0.396208,33,3.05,100.71,-149.29
97,0.479557,52,4.87,253.25,3.25
122,0.588903,64,7.88,504.48,254.48
162,0.569558,74,7.33,542.72,292.72
141,0.648726,91,6.76,615.60,365.60
88,0.688641,67,6.60,442.17,192.17
179,0.313101,52,4.45,231.41,-18.59
148,0.584536,87,7.84,682.08,432.08
132,0.558279,62,7.44,461.10,211.10
137,0.442839,66,7.87,519.13,269.13
116,0.348549,41,7.02,287.62,37.62
113,0.312652,36,4.49,161.57,-88.43
144,0.326938,39,4.90,191.21,-58.79
161,0.607016,93,7.53,700.22,450.22
154,0.607106,97,4.11,398.54,148.54
139,0.461925,56,4.32,241.78,-8.22
89,0.364532,35,7.81,273.42,23.42
98,0.574866,46,3.21,147.61,-102.39
81,0.427364,33,5.97,197.15,-52.85
179,0.492808,98,7.78,762.80,512.80
88,0.606450,47,3.63,170.76,-79.24
174,0.457781,86,3.28,281.68,31.68
116,0.604808,70,6.18,432.91,182.91
107,0.585715,70,7.44,520.64,270.64
87,0.664056,59,7.48,441.44,191.44
160,0.627750,99,7.47,740.02,490.02
159,0.645106,100,6.22,622.31,372.31
161,0.506126,79,5.13,405.18,155.18
108,0.611781,74,6.49,480.00,230.00
159,0.684014,114,4.83,550.20,300.20
174,0.339526,60,5.76,345.59,95.59
146,0.634932,87,4.23,367.79,117.79
158,0.486812,74,3.14,232.65,-17.35
135,0.637201,98,6.94,679.70,429.70
125,0.510956,72,3.27,235.35,-14.65
129,0.615183,79,7.36,581.11,331.11
159,0.469015,74,4.47,330.86,80.86
157,0.567315,92,7.59,698.42,448.42
87,0.384366,34,7.23,245.77,-4.23
88,0.446956,33,6.32,208.42,-41.58
174,0.652994,108,4.46,481.27,231.27
108,0.316970,38,6.12,232.44,-17.56
163,0.448629,78,6.42,501.02,251.02
117,0.658584,86,6.02,517.70,267.70
160,0.674720,100,6.81,681.35,431.35
114,0.452570,48,3.43,164.61,-85.39
121,0.485016,59,4.66,274.82,24.82
121,0.412816,53,5.09,269.52,19.52
125,0.528416,72,4.81,345.99,95.99
130,0.620571,81,7.15,579.53,329.53
92,0.648567,61,4.18,254.79,4.79
121,0.661817,76,5.86,445.59,195.59
153,0.345984,46,3.63,167.15,-82.85
96,0.435945,30,3.87,116.21,-133.79
161,0.424902,76,3.26,247.68,-2.32
135,0.690842,102,4.30,438.16,188.16
132,0.616142,78,5.56,433.32,183.32
125,0.576247,75,3.80,285.03,35.03
169,0.367034,68,6.50,441.66,191.66
113,0.459927,53,5.71,302.68,52.68
165,0.659165,114,5.21,593.67,343.67
173,0.643784,116,4.79,555.48,305.48
170,0.572166,95,5.72,543.21,293.21
103,0.613659,73,4.89,356.98,106.98
104,0.677576,74,7.27,537.99,287.99
133,0.332478,45,6.84,307.58,57.58
107,0.445086,49,6.65,325.82,75.82
114,0.649665,75,6.95,521.45,271.45
151,0.306276,45,6.99,314.45,64.45
120,0.430870,44,7.85,345.39,95.39
115,0.560658,67,6.91,462.81,212.81
117,0.429302,51,6.30,321.55,71.55
179,0.606321,103,6.10,628.35,378.35
99,0.626409,70,5.57,389.58,139.58
173,0.327708,56,7.75,433.86,183.86
149,0.443838,65,3.85,250.34,0.34
125,0.309134,41,6.82,279.72,29.72
128,0.306797,36,5.19,186.82,-63.18
84,0.319305,22,3.74,82.30,-167.70
122,0.697741,89,3.39,301.30,51.30
91,0.509100,42,7.95,333.69,83.69
100,0.417373,44,6.09,268.12,18.12
141,0.604053,92,3.79,349.09,99.09
105,0.476375,43,6.26,269.09,19.09
152,0.667153,90,5.00,449.60,199.60
129,0.447430,54,4.01,216.32,-33.68
123,0.681650,93,3.37,313.35,63.35
85,0.389959,41,7.53,308.61,58.61
142,0.652245,90,6.45,580.94,330.94
144,0.619838,95,7.71,732.05,482.05
100,0.412527,47,7.17,336.91,86.91
180,0.613411,120,4.49,539.02,289.02
135,0.496977,66,5.40,356.45,106.45
148,0.481158,62,7.55,468.06,218.06
105,0.601281,64,7.74,495.62,245.62
108,0.375381,37,4.46,164.98,-85.02
92,0.655772,67,6.53,437.69,187.69
169,0.693923,112,6.35,710.66,460.66
128,0.310862,36,5.88,211.56,-38.44
165,0.559089,90,4.92,442.44,192.44
95,0.619942,65,4.67,303.79,53.79
153,0.446186,69,5.89,406.29,156.29
119,0.618132,78,7.74,603.40,353.40
