attendance,purchase_rate,customers,purchase_amount,revenue,profit
112,0.691552,88,7.04,619.77,369.77
104,0.467895,49,6.77,331.68,81.68
87,0.423448,42,4.37,183.47,-66.53
91,0.539056,54,7.88,425.45,175.45
91,0.379850,25,4.22,105.43,-144.57
127,0.448348,59,3.16,186.33,-63.67
97,0.392789,43,5.14,221.19,-28.81
148,0.559065,75,3.72,279.16,29.16
161,0.456050,59,3.46,204.23,-45.77
171,0.394085,74,3.70,273.82,23.82
88,0.639839,61,5.45,332.62,82.62
122,0.642349,70,7.65,535.50,285.50
126,0.446466,57,6.65,379.31,129.31
120,0.496929,56,7.39,414.08,164.08
180,0.304644,69,5.61,387.01,137.01
90,0.314757,35,6.11,213.73,-36.27
126,0.578967,69,6.10,420.94,170.94
125,0.578097,71,7.93,563.27,313.27
172,0.665879,117,3.10,363.08,113.08
138,0.577621,84,7.54,633.71,383.71
157,0.518475,82,7.83,641.65,391.65
175,0.648504,122,6.94,846.73,596.73
128,0.502718,75,4.15,311.10,61.10
127,0.566809,73,3.24,236.32,-13.68
113,0.661020,67,7.44,498.64,248.64
114,0.331110,40,4.50,180.15,-69.85
84,0.678018,55,4.30,236.70,-13.30
92,0.365062,39,5.34,208.21,-41.79
115,0.462484,46,5.73,263.49,13.49
161,0.575027,97,3.08,298.62,48.62
174,0.340191,60,4.44,266.54,16.54
110,0.435585,52,4.44,230.75,-19.25
166,0.316628,48,6.85,328.99,78.99
168,0.570613,101,4.58,462.48,212.48
99,0.344485,31,7.69,238.48,-11.52
112,0.582359,62,6.51,403.58,153.58
82,0.445794,44,5.86,258.05,8.05
96,0.329004,30,5.58,167.29,-82.71
124,0.562265,69,4.12,284.45,34.45
101,0.320755,29,7.20,208.72,-41.28
160,0.573919,89,3.04,270.35,20.35
100,0.552333,55,5.78,318.16,68.16
97,0.615467,62,5.76,357.38,107.38
111,0.591929,75,5.48,411.17,161.17
92,0.678088,63,5.45,343.52,93.52
113,0.440837,47,5.98,280.94,30.94
168,0.359881,68,3.61,245.20,-4.80
139,0.636899,96,7.18,688.85,438.85
129,0.414490,58,4.62,268.14,18.14
174,0.317037,57,5.39,307.46,57.46
80,0.491200,45,6.79,305.65,55.65
145,0.671159,91,4.50,409.27,159.27
164,0.307302,50,5.17,258.48,8.48
120,0.607346,77,7.21,554.98,304.98
170,0.672338,120,5.44,652.82,402.82
148,0.329952,53,6.05,320.79,70.79
167,0.375717,61,5.50,335.47,85.47
164,0.506675,85,5.30,450.36,200.36
111,0.634618,77,3.25,250.59,0.59
168,0.452595,82,7.32,600.34,350.34
98,0.407764,34,4.27,145.33,-104.67
157,0.360175,57,6.86,391.04,141.04
116,0.310674,41,5.38,220.55,-29.45
152,0.497072,76,3.18,241.77,-8.23
131,0.688795,91,6.06,551.82,301.82
114,0.476176,50,5.12,255.78,5.78
95,0.427921,38,6.37,242.18,-7.82
114,0.393116,39,4.57,178.32,-71.68
105,0.328576,37,6.88,254.51,4.51
92,0.634636,54,6.49,350.59,100.59
116,0.392569,45,5.98,269.15,19.15
111,0.379813,41,7.00,287.07,37.07
80,0.507898,42,5.64,236.98,-13.02
180,0.466115,86,6.94,596.54,346.54
104,0.496856,58,6.56,380.64,130.64
81,0.322006,30,7.09,212.84,-37.16
108,0.517927,54,5.20,280.81,30.81
128,0.602226,86,7.05,606.45,356.45
84,0.318106,32,5.52,176.67,-73.33
179,0.314747,44,4.96,218.15,-31.85
174,0.598672,108,4.05,437.76,187.76
104,0.559508,55,5.34,293.52,43.52
108,0.592678,60,4.70,281.83,31.83
163,0.320915,54,6.61,357.10,107.10
180,0.549595,90,3.82,343.89,93.89
154,0.511099,72,3.57,257.26,7.26
134,0.573604,66,7.55,497.98,247.98
105,0.429492,46,4.56,209.94,-40.06
110,0.512011,62,4.81,298.02,48.02
107,0.564740,60,4.45,266.80,16.80
104,0.654285,61,4.25,259.49,9.49
144,0.627342,89,3.13,278.55,28.55
142,0.327714,50,3.33,166.44,-83.56
175,0.647831,115,3.35,384.81,134.81
93,0.684419,65,5.46,354.71,104.71
144,0.604503,81,4.03,326.08,76.08
154,0.429980,66,4.05,267.49,17.49
178,0.463712,84,4.70,395.19,145.19
169,0.652962,113,5.99,676.55,426.55
122,0.655173,86,7.26,624.51,374.51
179,0.543483,90,6.63,596.41,346.41
119,0.335637,43,3.35,144.08,-105.92
156,0.504068,73,3.31,241.91,-8.09
150,0.567237,80,5.79,463.40,213.40
118,0.460798,56,5.64,315.65,65.65
140,0.486209,70,3.25,227.51,-22.49
135,0.511854,66,3.84,253.43,3.43
159,0.472956,70,4.10,286.71,36.71
133,0.597120,83,3.85,319.31,69.31
141,0.482789,74,7.69,568.96,318.96
113,0.643139,77,3.98,306.18,56.18
80,0.385729,30,4.55,136.47,-113.53
170,0.602928,104,4.50,467.83,217.83
155,0.443588,65,4.80,311.95,61.95
127,0.369252,49,5.23,256.35,6.35
99,0.474714,43,5.99,257.74,7.74
142,0.503495,71,4.24,300.80,50.80
107,0.440924,47,6.41,301.24,51.24
174,0.415798,66,5.15,339.90,89.90
80,0.518398,40,3.94,157.70,-92.30
103,0.377021,31,3.37,104.52,-145.48
157,0.588093,101,3.77,380.81,130.81
102,0.674791,72,5.70,410.41,160.41
93,0.556366,49,6.48,317.43,67.43
132,0.513366,62,5.13,318.00,68.00
91,0.369850,31,4.30,133.27,-116.73
114,0.381320,49,3.75,183.55,-66.45
148,0.491214,67,5.02,336.42,86.42
83,0.611193,43,6.31,271.12,21.12
103,0.619217,67,5.65,378.35,128.35
153,0.644681,96,3.11,298.55,48.55
136,0.416559,67,3.63,242.95,-7.05
134,0.304867,35,4.13,144.44,-105.56
130,0.425448,51,5.36,273.53,23.53
102,0.511534,48,6.47,310.70,60.70
91,0.378858,42,4.56,191.55,-58.45
169,0.649238,101,6.38,644.47,394.47
130,0.474880,64,4.45,284.73,34.73
102,0.338845,36,7.10,255.55,5.55
170,0.580273,94,7.28,684.09,434.09
178,0.436725,80,4.40,351.60,101.60
91,0.391641,39,7.16,279.41,29.41
175,0.384652,68,7.54,512.94,262.94
176,0.582468,105,5.44,571.69,321.69
133,0.530714,75,6.43,482.12,232.12
149,0.561847,90,4.73,425.46,175.46
134,0.539696,72,4.17,300.23,50.23
155,0.374786,58,4.58,265.58,15.58
113,0.320625,46,3.67,168.94,-81.06
81,0.377964,24,6.30,151.32,-98.68
147,0.590292,80,7.31,584.79,334.79
164,0.506164,87,7.16,623.34,373.34
167,0.409596,71,3.03,215.31,-34.69
92,0.407301,37,7.00,258.90,8.90
104,0.414110,42,4.78,200.77,-49.23
88,0.692068,57,3.64,207.51,-42.49
120,0.377590,46,4.41,202.72,-47.28
130,0.324734,45,4.28,192.42,-57.58
129,0.331114,43,4.95,212.66,-37.34
118,0.531690,56,7.26,406.42,156.42
92,0.436187,32,4.60,147.15,-102.85
130,0.426647,67,4.76,319.25,69.25
139,0.614376,82,3.65,299.00,49.00
111,0.566873,61,4.85,295.84,45.84
103,0.628173,66,3.54,233.69,-16.31
100,0.567187,52,6.56,341.14,91.14
115,0.658402,70,4.57,319.77,69.77
108,0.333671,32,4.57,146.26,-103.74
179,0.431373,72,6.41,461.20,211.20
128,0.644366,86,4.05,348.10,98.10
120,0.387364,47,7.37,346.35,96.35
177,0.546541,95,6.66,632.89,382.89
141,0.635759,89,7.45,663.42,413.42
133,0.587942,84,5.07,425.81,175.81
94,0.386798,37,4.42,163.70,-86.30
90,0.550477,59,7.04,415.63,165.63
144,0.331498,52,6.73,350.11,100.11
104,0.659081,64,7.43,475.25,225.25
88,0.499612,43,5.16,221.70,-28.30
119,0.698693,84,5.46,458.62,208.62
138,0.695268,87,7.36,640.44,390.44
164,0.579883,95,3.30,313.46,63.46
164,0.394966,64,7.41,474.09,224.09
136,0.672048,88,5.14,452.58,202.58
177,0.447187,77,6.37,490.25,240.25
126,0.681758,86,4.78,411.38,161.38
157,0.509497,78,6.76,527.21,277.21
87,0.586251,53,7.12,377.18,127.18
175,0.589660,102,5.96,607.83,357.83
130,0.487756,64,6.78,433.87,183.87
136,0.564932,75,5.15,386.16,136.16
164,0.516202,78,3.78,294.54,44.54
80,0.325337,28,4.04,112.99,-137.01
95,0.697531,66,5.62,371.09,121.09
99,0.446069,46,5.71,262.52,12.52
132,0.400962,62,4.15,257.29,7.29
139,0.514349,64,4.21,269.48,19.48
81,0.302589,17,3.20,54.43,-195.57
164,0.324203,60,5.99,359.60,109.60
82,0.493319,33,7.40,244.24,-5.76
162,0.668892,95,6.16,585.42,335.42
130,0.648387,88,5.03,442.26,192.26
138,0.367022,45,4.18,187.92,-62.08
129,0.485296,58,6.51,377.49,127.49
107,0.322944,35,3.36,117.51,-132.49
114,0.300353,36,5.11,184.12,-65.88
155,0.520680,89,3.06,272.55,22.55
82,0.522572,41,5.04,206.76,-43.24
115,0.528910,70,7.38,516.26,266.26
96,0.697022,73,7.12,519.71,269.71
121,0.358619,42,5.03,211.47,-38.53
153,0.699702,106,3.60,382.09,132.09
159,0.569410,86,3.26,280.66,30.66
145,0.561493,79,3.29,259.71,9.71
127,0.319315,38,4.29,163.19,-86.81
106,0.302816,42,6.68,280.58,30.58
99,0.525341,52,3.25,168.78,-81.22
160,0.443445,66,4.74,313.14,63.14
137,0.374310,54,3.96,213.88,-36.12
110,0.347351,38,4.03,153.05,-96.95
107,0.634090,65,6.05,393.01,143.01
100,0.485918,46,6.36,292.39,42.39
97,0.472783,47,4.58,215.25,-34.75
101,0.524717,50,4.57,228.37,-21.63
149,0.543230,84,6.10,512.62,262.62
90,0.688533,57,7.15,407.71,157.71
135,0.641648,91,6.62,602.85,352.85
142,0.663109,87,3.44,298.93,48.93
174,0.424676,69,4.43,305.87,55.87
132,0.338673,41,5.26,215.56,-34.44
107,0.357639,40,5.55,222.09,-27.91
139,0.687118,96,6.76,649.15,399.15
156,0.689069,111,6.96,772.02,522.02
180,0.336826,58,7.38,428.05,178.05
115,0.518800,59,6.64,391.51,141.51
105,0.321917,45,4.83,217.45,-32.55
99,0.400823,47,4.20,197.49,-52.51
103,0.509944,52,4.52,235.24,-14.76
95,0.488074,43,6.55,281.78,31.78
102,0.656945,67,5.23,350.66,100.66
147,0.675044,100,7.32,732.44,482.44
174,0.627048,110,5.72,628.73,378.73
121,0.626540,71,6.28,446.03,196.03
180,0.652919,131,5.49,718.70,468.70
139,0.462505,71,7.13,506.21,256.21
127,0.326252,40,5.99,239.62,-10.38
107,0.690492,69,3.97,273.75,23.75
127,0.480832,68,3.08,209.57,-40.43
167,0.352868,49,4.47,218.82,-31.18
94,0.300498,25,5.02,125.41,-124.59
153,0.480409,68,7.39,502.71,252.71
99,0.303815,29,6.70,194.37,-55.63
112,0.330099,29,4.82,139.73,-110.27
109,0.486047,55,7.82,429.96,179.96
152,0.507599,80,4.33,346.53,96.53
173,0.684149,123,7.36,904.94,654.94
101,0.462088,53,5.06,267.98,17.98
148,0.497889,77,4.27,328.91,78.91
129,0.584335,74,5.45,403.07,153.07
81,0.301077,26,6.42,166.88,-83.12
125,0.641608,74,6.15,454.98,204.98
130,0.552553,65,5.18,336.82,86.82
106,0.567062,66,7.00,461.77,211.77
144,0.432985,48,4.52,217.17,-32.83
176,0.660300,110,4.52,496.90,246.90
97,0.449751,43,4.82,207.26,-42.74
80,0.363245,32,6.36,203.66,-46.34
114,0.646467,66,6.72,443.60,193.60
124,0.523528,69,3.48,240.16,-9.84
116,0.329115,35,7.48,261.85,11.85
85,0.625942,45,4.05,182.24,-67.76
120,0.642546,75,7.13,535.08,285.08
138,0.607688,86,7.60,653.30,403.30
103,0.339576,35,3.13,109.67,-140.33
153,0.344870,47,7.14,335.48,85.48
94,0.380799,41,3.57,146.34,-103.66
138,0.339857,54,3.10,167.19,-82.81
144,0.446438,58,3.28,190.04,-59.96
91,0.677296,67,4.08,273.07,23.07
136,0.592228,89,5.14,457.77,207.77
149,0.302835,48,7.26,348.41,98.41
94,0.688820,59,3.59,211.81,-38.19
163,0.354043,54,3.22,173.80,-76.20
147,0.624678,92,7.14,657.25,407.25
140,0.675657,96,3.10,297.88,47.88
171,0.613055,110,5.05,555.81,305.81
92,0.570303,45,6.66,299.53,49.53
98,0.634955,65,6.82,443.16,193.16
155,0.551473,77,4.80,369.73,119.73
127,0.326044,39,5.40,210.58,-39.42
119,0.658923,91,6.86,624.10,374.10
159,0.456357,78,4.85,378.51,128.51
130,0.566346,80,6.74,539.02,289.02
157,0.379975,57,5.10,290.68,40.68
133,0.679232,94,4.63,434.80,184.80
138,0.376139,51,3.23,164.62,-85.38
163,0.407359,65,3.54,230.00,-20.00
149,0.674248,95,6.77,643.07,393.07
93,0.406567,39,6.40,249.78,-0.22
104,0.637093,63,6.05,381.05,131.05
179,0.586856,101,6.60,666.24,416.24
120,0.529124,69,7.25,500.46,250.46
115,0.314369,28,6.38,178.67,-71.33
177,0.576771,102,6.40,652.69,402.69
106,0.308340,30,7.32,219.47,-30.53
106,0.638519,63,7.69,484.16,234.16
171,0.417903,69,7.95,548.31,298.31
154,0.688970,113,6.41,724.89,474.89
158,0.492969,88,6.15,541.41,291.41
113,0.600575,67,7.70,516.13,266.13
140,0.498921,64,3.22,205.89,-44.11
172,0.375224,67,3.79,253.76,3.76
150,0.671452,108,6.18,667.00,417.00
122,0.692123,82,5.64,462.15,212.15
90,0.597611,48,6.35,304.76,54.76
134,0.445483,65,4.55,295.95,45.95
122,0.525874,63,3.50,220.25,-29.75
126,0.333755,43,7.02,301.79,51.79
121,0.345817,40,5.57,222.96,-27.04
178,0.685088,115,6.21,713.85,463.85
121,0.387709,49,4.64,227.33,-22.67
158,0.530292,98,3.82,374.45,124.45
115,0.444863,56,5.31,297.41,47.41
116,0.547288,66,6.37,420.45,170.45
160,0.382012,65,4.46,290.14,40.14
139,0.503080,81,6.70,542.95,292.95
150,0.405977,59,6.26,369.62,119.62
99,0.640036,64,7.24,463.08,213.08
134,0.522787,68,5.31,360.90,110.90
166,0.520437,78,6.06,472.60,222.60
125,0.407502,43,3.77,162.17,-87.83
164,0.379666,68,6.54,444.74,194.74
116,0.339104,50,6.82,340.85,90.85
111,0.552865,60,5.09,305.13,55.13
175,0.695738,112,7.84,877.82,627.82
144,0.474217,79,7.98,630.63,380.63
148,0.427615,71,5.24,372.37,122.37
96,0.517086,54,4.80,259.37,9.37
94,0.520925,53,7.04,373.18,123.18
124,0.537990,60,5.79,347.38,97.38
102,0.413736,41,3.24,132.81,-117.19
117,0.456710,50,7.94,396.78,146.78
148,0.506341,74,6.31,466.98,216.98
160,0.566886,79,4.85,382.81,132.81
175,0.517397,102,6.86,700.01,450.01
161,0.340720,50,3.82,190.87,-59.13
176,0.406435,73,4.87,355.60,105.60
178,0.335306,67,6.66,446.53,196.53
143,0.342241,43,3.36,144.50,-105.50
126,0.480599,61,5.04,307.50,57.50
112,0.620817,68,6.60,448.63,198.63
173,0.693579,117,3.22,376.20,126.20
152,0.624409,89,7.61,677.33,427.33
177,0.379218,71,4.49,319.01,69.01
106,0.610056,70,3.18,222.63,-27.37
100,0.495116,55,6.69,368.22,118.22
178,0.698530,115,5.00,574.61,324.61
117,0.534565,63,5.54,348.92,98.92
171,0.543210,97,5.91,573.02,323.02
136,0.487189,57,4.79,273.08,23.08
119,0.569148,67,4.81,322.31,72.31
155,0.640944,90,3.62,325.97,75.97
135,0.411436,54,5.51,297.59,47.59
130,0.532886,63,5.51,347.35,97.35
170,0.322104,46,7.05,324.24,74.24
125,0.596287,76,5.40,410.42,160.42
130,0.560657,78,5.61,437.52,187.52
90,0.488606,43,7.81,335.63,85.63
171,0.649272,104,3.10,322.15,72.15
116,0.400016,44,5.86,257.93,7.93
136,0.642245,87,4.74,412.51,162.51
112,0.552741,62,6.54,405.75,155.75
179,0.679806,132,5.58,736.83,486.83
173,0.332188,52,3.23,167.88,-82.12
83,0.664681,56,7.89,441.88,191.88
116,0.469749,48,4.34,208.37,-41.63
160,0.488233,80,7.40,591.90,341.90
175,0.479023,85,4.00,340.02,90.02
123,0.696639,89,3.46,307.78,57.78
164,0.330866,53,4.04,214.04,-35.96
144,0.507522,77,3.55,273.03,23.03
123,0.562859,67,3.33,222.95,-27.05
175,0.671536,120,6.59,791.37,541.37
140,0.676124,97,5.22,506.58,256.58
165,0.402531,49,6.46,316.44,66.44
118,0.542469,58,6.98,404.71,154.71
170,0.337224,62,7.01,434.72,184.72
84,0.607579,61,7.36,448.80,198.80
170,0.316643,60,6.55,392.78,142.78
106,0.381447,41,3.23,132.37,-117.63
135,0.601474,85,6.25,530.86,280.86
106,0.322644,34,4.69,159.62,-90.38
141,0.689090,99,6.76,668.82,418.82
110,0.336448,37,3.28,121.35,-128.65
161,0.437515,67,4.74,317.31,67.31
100,0.542447,49,3.59,175.69,-74.31
144,0.663614,100,4.68,468.29,218.29
96,0.324111,37,6.69,247.38,-2.62
108,0.535320,59,6.35,374.92,124.92
128,0.350142,30,3.97,119.12,-130.88
153,0.304646,52,6.22,323.35,73.35
95,0.589563,57,7.52,428.71,178.71
151,0.338849,51,4.38,223.23,-26.77
133,0.560425,84,5.79,486.25,236.25
134,0.639695,89,5.45,485.36,235.36
151,0.608145,92,5.69,523.70,273.70
94,0.414908,32,4.27,136.76,-113.24
101,0.470615,41,3.81,156.02,-93.98
100,0.573015,61,7.77,473.77,223.77
96,0.435617,36,4.44,159.74,-90.26
153,0.434060,63,7.95,501.00,251.00
80,0.692968,58,4.95,287.07,37.07
174,0.604331,113,6.52,736.48,486.48
158,0.326071,50,4.69,234.69,-15.31
99,0.668737,66,4.30,283.78,33.78
178,0.557903,105,6.04,634.03,384.03
111,0.419007,43,6.64,285.63,35.63
168,0.443283,72,6.97,501.88,251.88
89,0.327732,27,6.76,182.56,-67.44
149,0.545031,82,6.07,497.47,247.47
104,0.640564,57,4.65,265.33,15.33
134,0.447572,60,5.52,331.34,81.34
140,0.400939,59,5.18,305.35,55.35
94,0.635633,56,7.83,438.66,188.66
86,0.542914,52,6.20,322.51,72.51
166,0.305425,54,4.23,228.23,-21.77
171,0.406782,62,5.91,366.52,116.52
144,0.358376,56,3.63,203.10,-46.90
164,0.426088,63,4.73,298.21,48.21
164,0.367862,71,3.06,216.92,-33.08
140,0.513216,69,6.82,470.72,220.72
84,0.398284,34,4.31,146.69,-103.31
108,0.366537,43,3.03,130.13,-119.87
171,0.650063,113,4.34,490.78,240.78
103,0.399562,44,6.85,301.35,51.35
97,0.574529,53,7.21,381.92,131.92
177,0.509846,91,6.89,627.39,377.39
90,0.354101,34,6.97,236.83,-13.17
138,0.602359,94,5.36,503.54,253.54
162,0.504932,83,5.47,454.01,204.01
119,0.515682,63,3.28,206.80,-43.20
123,0.399313,50,4.36,218.14,-31.86
159,0.648708,102,5.11,521.32,271.32
160,0.663464,113,5.44,614.57,364.57
160,0.333547,56,4.11,230.31,-19.69
163,0.478591,70,5.70,398.69,148.69
152,0.519010,94,4.48,420.90,170.90
167,0.485607,86,4.47,384.36,134.36
102,0.386170,43,4.90,210.64,-39.36
165,0.456084,72,4.01,288.64,38.64
87,0.583418,47,7.80,366.44,116.44
117,0.657775,74,7.05,521.40,271.40
93,0.670010,62,4.10,254.31,4.31
153,0.566136,80,7.44,595.19,345.19
127,0.491849,59,7.86,463.54,213.54
138,0.589228,78,3.30,257.54,7.54
124,0.365924,37,6.48,239.88,-10.12
180,0.562397,107,7.77,831.90,581.90
103,0.540176,54,4.11,221.67,-28.33
176,0.512544,92,3.65,335.93,85.93
132,0.618836,72,6.51,468.44,218.44
171,0.429968,76,3.40,258.19,8.19
106,0.466378,50,5.92,296.22,46.22
178,0.564789,107,6.74,721.67,471.67
96,0.541003,53,4.99,264.67,14.67
147,0.398728,57,5.03,286.97,36.97
119,0.309079,34,7.96,270.50,20.50
149,0.640980,97,5.58,540.97,290.97
99,0.303251,23,3.75,86.34,-163.66
177,0.585074,111,3.94,437.17,187.17
141,0.475532,54,3.64,196.74,-53.26
145,0.565876,81,5.26,425.89,175.89
105,0.499564,49,5.07,248.36,-1.64
96,0.585232,56,3.27,182.90,-67.10
111,0.419124,44,3.06,134.82,-115.18
180,0.412207,80,5.36,428.48,178.48
111,0.499431,67,3.08,206.41,-43.59
146,0.503113,83,3.93,326.12,76.12
84,0.339722,29,4.66,135.03,-114.97
116,0.655543,73,7.73,564.53,314.53
159,0.680939,114,7.72,880.37,630.37
105,0.589249,64,6.07,388.51,138.51
157,0.449855,74,4.39,324.68,74.68
138,0.339945,43,3.60,154.92,-95.08
150,0.556168,97,6.36,616.61,366.61
118,0.372419,42,6.22,261.14,11.14
139,0.367971,50,4.90,245.17,-4.83
103,0.463921,49,6.22,304.67,54.67
107,0.439873,51,4.65,237.31,-12.69
86,0.377271,30,7.80,234.10,-15.90
85,0.364840,35,5.13,179.40,-70.60
94,0.417248,43,6.13,263.76,13.76
92,0.425705,42,5.81,244.20,-5.80
172,0.662763,123,4.17,512.38,262.38
87,0.696986,62,5.35,331.46,81.46
130,0.305515,42,4.14,173.79,-76.21
173,0.563048,91,3.51,319.48,69.48
148,0.505491,75,7.58,568.76,318.76
174,0.394952,67,5.25,351.55,101.55
125,0.503397,68,6.41,435.55,185.55
111,0.323132,35,3.95,138.09,-111.91
124,0.554601,70,4.64,324.97,74.97
100,0.698104,66,5.77,380.80,130.80
106,0.561078,62,3.30,204.37,-45.63
152,0.482400,79,4.51,356.41,106.41
93,0.354848,33,4.92,162.31,-87.69
163,0.345138,62,7.41,459.55,209.55
126,0.349854,42,4.65,195.45,-54.55
137,0.344265,57,5.01,285.56,35.56
131,0.403376,56,7.50,420.11,170.11
107,0.452497,45,6.48,291.71,41.71
115,0.631046,72,7.13,513.57,263.57
151,0.484329,75,4.15,311.00,61.00
171,0.313892,59,3.17,187.09,-62.91
159,0.458228,75,5.32,398.89,148.89
82,0.692076,58,6.37,369.67,119.67
138,0.693484,100,4.44,443.72,193.72
153,0.622155,95,4.40,418.14,168.14
113,0.341916,46,4.68,215.37,-34.63
119,0.518954,59,5.54,327.12,77.12
81,0.457847,27,7.05,190.35,-59.65
151,0.616430,83,3.34,276.86,26.86
148,0.471156,72,6.28,451.88,201.88
87,0.518359,39,4.68,182.54,-67.46
152,0.587233,97,6.21,601.97,351.97
142,0.692981,110,7.51,826.01,576.01
127,0.488123,57,4.34,247.15,-2.85
109,0.494886,61,7.03,429.04,179.04
83,0.411495,33,6.64,219.10,-30.90
85,0.644573,58,4.25,246.53,-3.47
83,0.403796,28,3.26,91.34,-158.66
113,0.472471,50,6.70,334.99,84.99
81,0.373314,35,3.20,111.90,-138.10
93,0.659286,58,6.56,380.28,130.28
89,0.453640,35,6.19,216.53,-33.47
140,0.616890,91,6.59,600.04,350.04
88,0.543413,49,6.56,321.29,71.29
165,0.343204,54,3.17,171.15,-78.85
104,0.476520,39,3.71,144.88,-105.12
102,0.377824,41,4.49,184.19,-65.81
166,0.441484,67,3.51,235.10,-14.90
90,0.604932,52,6.88,357.81,107.81
137,0.410005,63,3.60,226.86,-23.14
172,0.649445,111,3.58,397.12,147.12
125,0.512499,58,7.21,418.33,168.33
87,0.355472,31,5.98,185.34,-64.66
84,0.550015,45,5.37,241.69,-8.31
115,0.443507,51,6.31,321.78,71.78
112,0.663342,78,5.27,411.37,161.37
165,0.559009,88,3.30,289.96,39.96
108,0.391984,45,4.34,195.25,-54.75
138,0.652117,91,4.69,426.90,176.90
97,0.472692,43,6.93,298.03,48.03
159,0.500999,71,7.06,501.16,251.16
83,0.699645,54,4.80,259.15,9.15
115,0.581047,62,4.39,272.27,22.27
173,0.448515,67,7.55,505.59,255.59
80,0.406653,32,6.96,222.85,-27.15
171,0.462549,78,4.58,357.55,107.55
134,0.536057,69,4.03,278.05,28.05
147,0.615849,93,4.77,443.32,193.32
131,0.598626,77,7.35,566.11,316.11
88,0.498958,46,7.95,365.71,115.71
96,0.670264,64,5.60,358.65,108.65
129,0.691051,93,3.46,322.08,72.08
94,0.615876,63,7.04,443.39,193.39
138,0.645518,94,4.54,426.52,176.52
117,0.660695,81,4.55,368.19,118.19
126,0.342253,46,7.79,358.38,108.38
88,0.353691,37,3.49,129.13,-120.87
118,0.506147,61,7.25,442.33,192.33
175,0.345697,64,5.00,319.84,69.84
169,0.694049,120,4.30,515.43,265.43
148,0.418890,62,5.24,324.70,74.70
144,0.411977,62,6.30,390.61,140.61
153,0.377034,55,4.30,236.54,-13.46
119,0.651524,77,5.68,437.42,187.42
161,0.543341,98,4.53,443.46,193.46
137,0.459161,67,6.69,448.44,198.44
103,0.559321,69,4.30,296.89,46.89
120,0.658707,79,5.11,403.51,153.51
129,0.349237,41,5.72,234.70,-15.30
99,0.606625,60,3.20,191.96,-58.04
119,0.464845,59,3.67,216.54,-33.46
84,0.603245,55,5.22,287.35,37.35
97,0.318469,31,5.66,175.38,-74.62
122,0.589832,66,6.74,445.08,195.08
90,0.674022,54,5.03,271.38,21.38
82,0.558750,46,5.14,236.24,-13.76
108,0.604560,67,6.76,452.67,202.67
110,0.341591,39,5.17,201.48,-48.52
97,0.524126,53,4.94,261.88,11.88
84,0.561886,52,6.45,335.42,85.42
106,0.317702,34,5.33,181.19,-68.81
144,0.465174,70,3.23,225.95,-24.05
122,0.699348,88,6.21,546.40,296.40
150,0.324885,50,6.24,312.09,62.09
162,0.453168,73,7.54,550.35,300.35
133,0.401592,56,4.32,241.84,-8.16
175,0.562270,100,4.87,486.81,236.81
94,0.653849,64,3.24,207.60,-42.40
91,0.645756,57,6.75,384.56,134.56
172,0.698163,117,3.37,394.16,144.16
158,0.654034,108,6.86,741.38,491.38
81,0.552831,39,4.69,182.94,-67.06
175,0.429588,73,4.26,310.64,60.64
175,0.662916,123,3.07,377.04,127.04
130,0.638419,85,3.30,280.28,30.28
153,0.562338,78,7.67,598.32,348.32
94,0.679318,62,3.79,234.70,-15.30
109,0.498062,48,6.09,292.31,42.31
155,0.429593,50,5.29,264.54,14.54
83,0.656491,48,5.42,260.36,10.36
80,0.520660,51,7.54,384.46,134.46
85,0.541643,50,3.66,182.95,-67.05
84,0.419899,38,3.32,126.30,-123.70
145,0.425236,56,7.22,404.18,154.18
116,0.315701,38,7.31,277.76,27.76
86,0.696421,61,4.83,294.60,44.60
131,0.519661,70,7.51,525.48,275.48
94,0.348088,31,5.95,184.35,-65.65
124,0.369340,33,6.07,200.44,-49.56
96,0.536187,58,4.53,262.55,12.55
99,0.520132,49,7.76,380.15,130.15
112,0.413814,45,3.44,154.78,-95.22
148,0.449302,80,4.43,354.78,104.78
165,0.361113,61,6.30,384.54,134.54
93,0.477694,53,5.74,304.46,54.46
143,0.477069,72,4.86,349.77,99.77
139,0.352931,56,4.62,258.81,8.81
166,0.523383,88,3.36,295.78,45.78
179,0.312703,62,5.50,341.25,91.25
90,0.421627,40,3.98,159.27,-90.73
147,0.541791,95,6.50,617.21,367.21
100,0.465805,46,7.88,362.29,112.29
151,0.609769,100,7.04,703.76,453.76
80,0.426613,42,6.11,256.66,6.66
116,0.536620,58,5.58,323.90,73.90
111,0.506122,53,7.54,399.59,149.59
94,0.666910,57,6.43,366.56,116.56
148,0.452839,64,7.56,483.60,233.60
144,0.411213,55,6.07,333.92,83.92
141,0.302939,42,7.76,326.00,76.00
135,0.300622,46,4.52,207.80,-42.20
118,0.599219,69,5.78,399.10,149.10
139,0.614535,82,5.87,481.68,231.68
109,0.314285,31,5.65,175.04,-74.96
116,0.378560,38,7.51,285.30,35.30
85,0.407738,38,5.60,212.65,-37.35
131,0.510197,67,3.16,212.04,-37.96
153,0.343900,57,5.93,337.88,87.88
83,0.591894,56,6.15,344.38,94.38
137,0.407109,55,4.54,249.62,-0.38
114,0.652183,78,7.90,616.52,366.52
100,0.503447,50,5.70,285.09,35.09
164,0.455935,72,4.92,354.51,104.51
